region,date,dis,id,catg,target
103,4/1/2010,69,train_Client_101382,11,0
101,5/5/1987,63,train_Client_101387,11,0
107,11/7/2011,69,train_Client_101388,11,0
311,29/10/1991,63,train_Client_101389,11,0
101,31/8/2015,60,train_Client_101390,11,0
312,21/12/1995,63,train_Client_101392,11,0
101,22/4/1977,60,train_Client_101393,11,0
312,30/6/1994,63,train_Client_101394,11,0
104,27/10/1980,69,train_Client_101395,11,0
103,3/11/2007,69,train_Client_101396,11,0
304,21/7/2018,62,train_Client_101398,11,0
104,12/12/2013,69,train_Client_101399,11,0
301,6/6/1983,62,train_Client_1014,12,0
101,11/10/2017,60,train_Client_10140,11,0
307,14/4/1995,62,train_Client_101400,11,0
303,2/6/2007,62,train_Client_101402,11,0
101,27/4/2015,60,train_Client_101403,11,0
303,25/10/2010,62,train_Client_101404,11,0
101,1/3/2006,60,train_Client_101406,11,0
306,28/2/2008,63,train_Client_101407,11,0
103,8/7/2013,69,train_Client_101410,11,0
301,2/3/2015,62,train_Client_101411,11,0
104,10/6/2015,69,train_Client_101412,11,0
311,24/1/2017,63,train_Client_101413,11,0
312,18/11/2013,63,train_Client_101415,11,0
311,14/6/2001,63,train_Client_101416,11,0
304,28/6/2002,62,train_Client_101417,11,0
101,15/12/1983,60,train_Client_101419,11,0
101,8/6/2012,60,train_Client_10142,11,0
104,4/3/2010,69,train_Client_101420,11,0
101,16/10/1997,60,train_Client_101423,11,0
106,27/9/2010,69,train_Client_101424,11,0
379,19/12/1983,63,train_Client_101425,11,0
105,6/3/2017,69,train_Client_101426,11,0
302,9/8/2017,62,train_Client_101429,11,0
306,24/3/2003,63,train_Client_10143,11,1
101,31/12/1994,63,train_Client_101430,11,0
310,26/8/2017,62,train_Client_101431,11,0
103,18/2/2014,69,train_Client_101432,11,0
104,3/8/2010,69,train_Client_101434,11,0
311,26/5/1987,63,train_Client_101435,11,0
101,29/10/2013,60,train_Client_10144,11,0
101,26/6/2007,60,train_Client_101441,11,0
311,25/3/2014,63,train_Client_101443,11,0
310,31/1/2002,62,train_Client_101447,11,0
104,9/1/2007,69,train_Client_101448,11,0
103,6/9/2011,69,train_Client_101449,11,0
304,21/7/1980,62,train_Client_10145,11,1
303,21/2/2011,62,train_Client_101451,11,0
104,24/11/1979,69,train_Client_101452,11,0
313,18/5/2016,63,train_Client_101455,11,0
101,22/11/1996,60,train_Client_101456,11,0
101,18/10/2016,60,train_Client_101458,11,0
101,10/5/2011,60,train_Client_101459,11,1
302,21/4/1997,62,train_Client_10146,11,0
101,25/6/1992,60,train_Client_101460,11,0
103,15/12/2016,69,train_Client_101462,11,0
101,30/12/1978,60,train_Client_101464,11,0
101,27/12/2009,60,train_Client_101467,11,0
101,4/5/2001,60,train_Client_101469,11,0
107,14/12/2011,69,train_Client_10147,11,0
309,7/12/2017,62,train_Client_101470,11,0
101,18/5/2011,60,train_Client_101471,11,0
103,15/9/1997,69,train_Client_101472,11,0
107,11/5/1978,69,train_Client_101474,11,0
107,28/12/2015,69,train_Client_101476,11,0
101,17/10/2008,60,train_Client_101477,11,0
103,25/4/2011,69,train_Client_101478,11,0
101,26/2/1987,60,train_Client_101479,11,0
104,13/3/1991,69,train_Client_101482,11,0
302,6/10/1989,62,train_Client_101484,11,0
372,13/6/1990,63,train_Client_101486,11,1
101,6/11/1995,60,train_Client_101489,11,0
104,23/7/2011,69,train_Client_10149,11,0
307,16/11/2016,62,train_Client_101490,11,0
371,21/2/2011,62,train_Client_101491,11,0
101,13/12/2012,60,train_Client_101492,11,0
107,9/10/1996,69,train_Client_101493,11,0
310,8/7/2015,62,train_Client_101494,11,0
107,17/9/2011,69,train_Client_101495,11,0
103,13/3/2018,69,train_Client_101496,11,0
311,5/10/2016,63,train_Client_101498,11,1
301,21/4/1998,62,train_Client_101499,11,0
301,25/10/1988,62,train_Client_10150,11,0
301,12/4/2010,62,train_Client_101500,11,0
104,8/8/2018,69,train_Client_101501,11,0
306,28/6/1982,63,train_Client_101502,11,0
303,3/5/2016,62,train_Client_101505,11,0
101,14/11/2011,60,train_Client_101506,11,1
107,31/10/1995,69,train_Client_101507,11,0
312,22/8/2001,63,train_Client_101508,11,0
107,12/11/2013,69,train_Client_101510,11,0
104,14/7/2017,69,train_Client_101511,11,0
306,15/4/2017,63,train_Client_101512,11,0
311,23/2/2018,63,train_Client_101513,11,0
311,7/7/2011,63,train_Client_101514,11,0
312,7/5/2002,63,train_Client_101515,11,0
307,28/12/1995,62,train_Client_101518,11,0
301,27/11/1992,62,train_Client_101519,11,0
311,30/11/2005,63,train_Client_10152,11,0
101,10/8/1981,60,train_Client_101520,11,0
301,10/9/2008,62,train_Client_101522,11,0
101,26/6/2013,60,train_Client_101525,11,0
371,11/2/2008,62,train_Client_101527,11,0
301,23/1/2018,62,train_Client_101528,11,0
104,16/8/2012,69,train_Client_101530,11,0
104,19/4/2017,69,train_Client_101533,11,0
101,12/2/2002,60,train_Client_101534,11,0
104,26/4/2010,69,train_Client_101535,11,0
104,11/11/2010,69,train_Client_101536,11,0
101,3/10/2011,60,train_Client_101538,11,0
101,1/11/2016,60,train_Client_101539,11,0
101,11/11/2008,60,train_Client_10154,11,0
309,28/3/2013,62,train_Client_101540,11,0
104,26/7/2017,69,train_Client_101541,11,0
101,8/6/1988,63,train_Client_101543,12,0
303,25/10/2011,62,train_Client_101544,11,0
311,8/10/2015,63,train_Client_101545,11,0
101,30/12/2013,60,train_Client_101546,11,0
303,13/5/2002,62,train_Client_101547,11,0
310,30/4/2011,62,train_Client_101550,11,0
107,21/12/2010,69,train_Client_101551,11,0
303,4/3/2008,62,train_Client_101552,11,0
101,31/12/1985,60,train_Client_101554,11,0
101,13/2/2018,60,train_Client_101556,11,0
103,29/11/2011,69,train_Client_101557,11,0
103,6/8/2009,69,train_Client_10156,11,0
307,30/6/1999,62,train_Client_101562,11,0
304,16/4/2009,62,train_Client_101564,11,0
302,21/7/2005,62,train_Client_101565,11,0
306,18/10/1990,63,train_Client_101566,11,0
312,15/3/2014,63,train_Client_101568,11,0
101,28/12/1984,60,train_Client_101569,11,0
107,20/9/2006,69,train_Client_10157,11,0
101,29/5/2012,63,train_Client_101571,11,1
302,3/11/2017,62,train_Client_101574,11,0
101,19/9/2011,60,train_Client_101575,11,0
311,18/10/2000,63,train_Client_101577,11,0
104,12/5/2012,69,train_Client_101579,11,1
310,28/6/1988,62,train_Client_10158,11,0
312,8/11/1995,63,train_Client_101580,11,0
107,12/11/2016,69,train_Client_101581,11,0
310,26/8/2011,62,train_Client_101582,11,0
305,8/3/1991,62,train_Client_101583,11,0
101,16/10/2000,60,train_Client_101584,11,0
103,29/5/2012,69,train_Client_101585,11,0
306,5/4/2011,63,train_Client_101586,11,0
302,24/7/2006,62,train_Client_101587,11,0
105,3/10/2009,69,train_Client_10159,11,0
101,19/3/1977,60,train_Client_101590,11,0
101,19/10/2011,60,train_Client_101591,11,0
104,16/5/2013,69,train_Client_101592,11,0
301,14/10/1982,62,train_Client_101593,11,0
379,31/3/2004,63,train_Client_101594,11,1
101,25/8/1993,60,train_Client_101595,11,0
311,31/12/1985,63,train_Client_101596,11,0
101,20/11/2007,60,train_Client_101597,11,0
312,16/12/1988,63,train_Client_101598,11,0
303,18/10/2016,62,train_Client_101599,11,0
311,13/12/2011,63,train_Client_10160,11,0
308,18/1/2018,63,train_Client_101601,11,0
107,7/1/2014,69,train_Client_101603,11,0
101,5/6/2009,60,train_Client_101604,11,1
103,10/9/2004,69,train_Client_101605,11,0
101,13/11/1980,60,train_Client_101606,11,0
302,28/12/2011,62,train_Client_101607,11,0
303,13/2/2007,62,train_Client_101608,11,0
101,22/4/1978,60,train_Client_101612,11,0
305,13/11/2000,62,train_Client_101613,11,0
306,8/10/2010,63,train_Client_101614,11,0
310,18/8/1988,62,train_Client_101615,11,0
101,13/3/2007,60,train_Client_101616,11,0
103,24/7/2006,69,train_Client_101617,11,0
101,23/10/1985,60,train_Client_101619,11,0
101,16/10/2000,60,train_Client_10162,11,0
311,3/12/1996,63,train_Client_101620,11,0
104,2/11/1987,69,train_Client_101622,11,0
311,13/5/2014,63,train_Client_101624,11,0
104,7/12/1992,69,train_Client_101625,11,0
303,13/5/1983,62,train_Client_101627,11,0
101,26/7/1993,60,train_Client_101628,11,0
101,31/12/1994,60,train_Client_10163,11,0
104,28/2/1995,69,train_Client_101631,11,0
311,28/4/2016,63,train_Client_101632,11,0
104,15/3/2012,69,train_Client_101633,11,0
307,31/8/2009,62,train_Client_101638,11,0
302,6/12/1977,62,train_Client_101641,11,0
104,31/1/1997,69,train_Client_101643,11,0
101,2/12/2003,60,train_Client_101644,11,0
311,13/12/1994,63,train_Client_101646,11,0
302,28/9/1998,62,train_Client_101647,11,0
301,26/7/1979,62,train_Client_101648,11,0
311,15/7/2017,63,train_Client_101649,11,0
371,8/3/1991,62,train_Client_10165,11,0
301,17/1/2018,62,train_Client_101650,11,0
311,17/3/2008,63,train_Client_101651,11,0
307,10/9/2012,62,train_Client_101653,11,0
310,8/8/2017,62,train_Client_101654,11,0
101,26/2/2013,60,train_Client_101655,11,0
304,19/11/2012,62,train_Client_101656,11,0
301,19/11/1991,62,train_Client_101657,11,0
101,17/3/2006,60,train_Client_101658,11,0
107,13/6/2011,69,train_Client_10166,11,0
311,8/10/2015,63,train_Client_101660,11,0
101,30/11/1988,60,train_Client_101664,11,0
306,3/12/2008,63,train_Client_101666,11,0
303,19/6/2000,62,train_Client_101668,11,0
311,4/10/1995,63,train_Client_101669,11,0
101,3/5/2001,60,train_Client_10167,11,0
107,12/2/2009,69,train_Client_101670,11,0
308,17/2/2016,63,train_Client_101671,11,0
104,26/11/1981,69,train_Client_101672,11,0
104,26/2/1987,69,train_Client_101673,11,0
310,14/12/2015,62,train_Client_101674,11,0
312,22/1/2013,63,train_Client_101675,11,0
104,7/11/2013,69,train_Client_101676,11,0
304,30/1/2009,62,train_Client_101678,11,0
310,5/9/2002,62,train_Client_101679,11,0
101,31/3/2010,60,train_Client_101681,11,0
101,5/6/2001,60,train_Client_101682,11,0
104,25/3/2016,69,train_Client_101684,11,1
301,27/9/1977,62,train_Client_101685,11,0
104,30/6/1989,69,train_Client_101686,11,0
307,9/5/2008,62,train_Client_101687,11,0
107,19/3/2008,69,train_Client_101689,11,0
371,5/12/2011,62,train_Client_10169,11,0
306,24/10/2015,63,train_Client_101691,11,0
103,15/7/2011,69,train_Client_101692,11,0
103,19/8/2008,69,train_Client_101694,11,0
107,12/7/2011,69,train_Client_101696,11,0
101,12/4/2011,60,train_Client_101698,11,0
310,3/10/2016,62,train_Client_101699,11,0
301,7/5/2014,62,train_Client_10170,11,0
304,20/11/1997,62,train_Client_101700,11,0
371,22/6/2017,62,train_Client_101701,11,0
101,24/10/1983,60,train_Client_101702,12,0
101,7/6/1991,60,train_Client_101704,11,0
309,28/12/2016,62,train_Client_101705,11,0
101,10/1/2014,60,train_Client_101707,11,0
104,3/11/2014,69,train_Client_101708,11,0
312,4/4/2016,63,train_Client_101709,11,0
107,28/12/2011,69,train_Client_10171,11,0
101,19/3/1991,60,train_Client_101710,11,0
309,19/3/2011,62,train_Client_101711,11,0
301,23/12/2010,62,train_Client_101712,11,0
101,7/11/1983,60,train_Client_101713,11,0
371,21/6/2004,62,train_Client_101716,11,0
107,28/1/1985,69,train_Client_101718,11,1
371,5/9/2013,62,train_Client_10172,11,0
107,27/10/1980,69,train_Client_101720,11,0
301,4/10/1995,62,train_Client_101722,11,0
307,30/12/1987,62,train_Client_101723,11,0
104,24/3/1994,69,train_Client_101726,11,0
303,21/9/2007,62,train_Client_101727,11,0
104,27/6/2007,69,train_Client_101728,11,0
310,26/12/2012,62,train_Client_101729,11,0
304,15/4/1988,62,train_Client_10173,11,0
302,15/8/2014,62,train_Client_101730,12,1
101,20/9/2005,60,train_Client_101731,11,0
101,27/12/2013,60,train_Client_101732,11,0
307,10/1/2018,62,train_Client_101734,11,0
103,24/7/2018,69,train_Client_101738,11,0
101,8/11/2004,60,train_Client_101739,11,0
101,29/8/1988,60,train_Client_10174,11,0
304,16/9/2013,62,train_Client_101741,11,0
105,28/2/2003,69,train_Client_101742,11,0
101,19/5/2017,60,train_Client_101743,11,0
107,6/7/2007,69,train_Client_101745,11,0
101,21/10/1981,60,train_Client_101746,11,1
101,23/12/2014,60,train_Client_101748,11,0
103,16/3/2013,69,train_Client_101749,11,0
311,12/5/2012,63,train_Client_10175,11,0
312,13/9/2013,63,train_Client_101750,11,0
312,12/12/2009,63,train_Client_101751,11,0
101,5/2/2009,60,train_Client_101753,11,0
107,11/6/1979,69,train_Client_101754,11,0
105,29/8/1994,69,train_Client_101755,11,0
379,26/12/2016,63,train_Client_101756,11,0
310,11/6/2016,62,train_Client_101757,11,0
301,30/5/2005,62,train_Client_101758,11,0
307,28/5/2002,62,train_Client_101759,11,0
101,28/11/2006,60,train_Client_10176,11,0
301,30/8/2017,62,train_Client_101760,11,0
101,3/8/2016,60,train_Client_101761,11,0
371,22/6/1987,62,train_Client_101762,11,0
311,4/6/2015,63,train_Client_101764,11,0
104,2/4/1991,69,train_Client_101765,11,0
311,27/9/2016,63,train_Client_101767,11,0
307,29/5/1998,62,train_Client_101768,11,0
101,27/6/2011,60,train_Client_10177,11,0
101,20/10/1993,63,train_Client_101770,11,0
309,24/11/1988,62,train_Client_101773,11,0
101,1/6/2015,60,train_Client_101774,11,0
311,10/8/2010,63,train_Client_101777,11,0
305,7/7/2012,62,train_Client_101778,11,0
101,21/11/1995,63,train_Client_10178,11,0
303,26/12/2000,62,train_Client_101780,11,0
101,27/12/2002,60,train_Client_101782,11,0
106,16/8/2011,69,train_Client_101783,11,0
303,10/3/1989,62,train_Client_101784,11,0
302,22/11/2010,62,train_Client_101785,11,0
101,5/7/1993,60,train_Client_101786,11,0
311,7/5/2002,63,train_Client_101788,12,0
104,23/3/2012,69,train_Client_101789,11,0
306,2/11/1981,63,train_Client_10179,11,0
101,21/8/1995,60,train_Client_101792,11,0
103,17/2/2014,69,train_Client_101793,11,0
312,29/10/2011,63,train_Client_101797,11,0
301,18/8/2000,62,train_Client_101798,11,0
101,15/4/1997,60,train_Client_101799,11,0
107,25/3/2002,69,train_Client_10180,11,0
310,11/5/2009,62,train_Client_101800,11,0
101,23/11/1987,60,train_Client_101801,11,0
107,20/8/2013,69,train_Client_101803,11,0
104,12/10/2006,69,train_Client_101805,11,0
101,14/10/1997,60,train_Client_101806,11,0
101,30/3/2007,60,train_Client_101807,11,0
301,12/1/2013,62,train_Client_101809,11,0
101,9/6/2006,60,train_Client_10181,11,0
104,10/7/2002,69,train_Client_101813,11,0
313,14/10/1988,63,train_Client_101814,11,0
101,7/11/1983,60,train_Client_101815,11,0
101,17/5/2012,60,train_Client_101818,11,0
104,10/10/2008,69,train_Client_10182,11,0
301,21/2/2009,62,train_Client_101820,11,0
301,16/5/2011,62,train_Client_101821,11,0
107,17/12/1982,69,train_Client_101822,11,0
104,16/11/2011,69,train_Client_101825,11,0
311,8/9/1992,63,train_Client_101828,11,0
107,5/9/2011,69,train_Client_101829,11,0
104,10/4/2014,69,train_Client_101830,11,1
303,11/1/2008,62,train_Client_101831,11,0
107,12/5/2015,69,train_Client_101832,11,0
309,18/4/1985,62,train_Client_101834,11,0
307,31/5/1982,62,train_Client_101835,11,0
107,20/1/2010,69,train_Client_101837,11,0
107,12/2/2014,69,train_Client_101838,11,0
303,26/6/2000,62,train_Client_10184,11,0
312,13/6/2015,63,train_Client_101841,11,0
309,6/12/2007,62,train_Client_101842,11,0
101,1/6/1998,60,train_Client_101843,11,0
311,27/9/2016,63,train_Client_101844,11,0
311,22/8/2001,63,train_Client_101845,11,1
301,30/7/2008,62,train_Client_101846,11,0
305,5/10/2015,62,train_Client_101849,11,0
307,2/1/2017,62,train_Client_101850,11,0
312,27/9/2016,63,train_Client_101851,11,0
104,10/3/2013,69,train_Client_101853,11,0
304,13/5/2010,62,train_Client_101854,11,0
101,13/5/1996,60,train_Client_101855,12,0
306,5/5/2011,63,train_Client_101856,11,0
101,24/7/2008,60,train_Client_101857,11,0
302,29/11/1979,62,train_Client_101858,11,0
101,10/6/1993,60,train_Client_101859,12,0
103,25/9/2014,69,train_Client_10186,11,0
304,25/3/1985,62,train_Client_101860,11,0
312,19/9/2016,63,train_Client_101861,11,0
101,3/4/1987,63,train_Client_101863,11,0
311,19/8/1998,63,train_Client_101864,11,0
107,4/12/2014,69,train_Client_101865,11,0
107,1/11/1996,69,train_Client_101866,11,0
104,9/11/2011,69,train_Client_101867,11,0
101,16/5/2007,60,train_Client_101868,11,0
101,20/12/2013,60,train_Client_101869,11,0
302,6/4/1988,62,train_Client_101872,11,1
306,28/6/2012,63,train_Client_101873,11,0
107,1/6/2013,69,train_Client_101874,11,0
309,14/9/2011,62,train_Client_101875,11,0
301,31/5/2017,62,train_Client_101877,11,0
101,29/12/2009,60,train_Client_101879,12,0
309,4/8/2017,62,train_Client_101880,11,0
103,28/11/2011,69,train_Client_101881,11,0
101,29/7/1991,60,train_Client_101882,11,0
301,5/9/2015,62,train_Client_101883,11,0
310,17/10/1995,62,train_Client_101887,11,0
101,31/8/2016,60,train_Client_101889,11,0
101,29/12/2012,60,train_Client_10189,11,0
103,22/7/2014,69,train_Client_101890,11,0
104,27/9/1991,69,train_Client_101891,11,0
107,21/12/1977,69,train_Client_101892,11,0
107,18/5/2012,69,train_Client_101894,11,0
312,13/9/2013,63,train_Client_101897,11,0
107,1/1/1997,69,train_Client_101898,11,0
101,9/2/2010,60,train_Client_101899,11,0
307,21/6/1996,62,train_Client_10190,11,1
371,19/6/1987,62,train_Client_101900,11,0
104,7/12/2012,69,train_Client_101901,11,0
107,11/8/2010,69,train_Client_101902,11,0
312,9/9/2014,63,train_Client_101904,11,0
107,25/2/1983,69,train_Client_101905,11,1
307,30/5/1990,62,train_Client_101906,11,0
104,13/8/2013,69,train_Client_101907,11,0
101,9/8/2007,60,train_Client_101909,11,0
307,12/6/2015,62,train_Client_10191,11,0
101,11/3/2009,60,train_Client_101911,11,0
311,19/4/2014,63,train_Client_101912,11,0
101,31/3/2010,60,train_Client_101913,11,0
104,9/2/1977,69,train_Client_101914,11,0
371,31/5/2001,62,train_Client_101916,11,0
101,29/8/2006,60,train_Client_101917,11,1
104,13/5/2014,69,train_Client_101919,11,0
105,5/12/2006,69,train_Client_10192,11,0
310,5/6/2007,62,train_Client_101920,11,0
302,29/4/1981,62,train_Client_101921,11,0
304,23/1/2018,62,train_Client_101922,11,0
311,15/12/2016,63,train_Client_101926,11,0
103,16/9/2008,69,train_Client_101927,11,0
101,17/11/2016,60,train_Client_101931,51,0
101,26/7/1993,63,train_Client_101932,11,0
107,31/7/2002,69,train_Client_101933,11,0
301,30/3/1984,62,train_Client_101934,11,0
313,5/4/2017,63,train_Client_101935,11,0
101,1/9/1982,60,train_Client_101936,11,0
371,28/5/1984,62,train_Client_101938,11,0
107,17/10/1996,69,train_Client_101939,11,0
304,15/11/1991,62,train_Client_101940,11,0
101,22/4/2011,60,train_Client_101941,11,0
309,6/12/2016,62,train_Client_101942,11,0
301,22/11/1988,62,train_Client_101943,11,1
101,29/5/2000,60,train_Client_101944,11,0
103,19/4/2013,69,train_Client_101948,51,0
302,8/12/1986,62,train_Client_101949,11,0
372,28/10/2010,63,train_Client_101950,11,0
301,12/12/1978,62,train_Client_101951,11,0
101,15/9/2011,60,train_Client_101953,11,0
305,13/11/2000,62,train_Client_101954,11,0
101,26/6/2002,63,train_Client_101955,11,0
308,8/2/2000,63,train_Client_101956,11,0
105,24/10/2011,69,train_Client_101958,11,0
311,4/11/2010,63,train_Client_10196,11,0
101,9/2/2011,60,train_Client_101961,11,0
103,31/1/2002,69,train_Client_101962,11,0
311,19/8/2017,63,train_Client_101964,11,0
101,23/7/1984,60,train_Client_101969,11,0
312,23/5/2002,63,train_Client_10197,51,0
101,17/6/2010,60,train_Client_101970,11,0
312,19/5/2016,63,train_Client_101971,11,0
311,14/4/1995,63,train_Client_101972,11,0
101,16/8/1999,60,train_Client_101973,11,0
305,24/6/1998,62,train_Client_101975,11,0
103,16/4/2014,69,train_Client_101976,11,0
104,10/3/2013,69,train_Client_101977,11,0
304,4/9/2015,62,train_Client_101978,12,0
311,15/6/1993,63,train_Client_101979,11,0
303,12/10/2012,62,train_Client_10198,11,0
312,16/11/2018,63,train_Client_101980,11,0
302,22/12/2004,62,train_Client_101981,11,0
104,15/4/2009,69,train_Client_101987,11,0
305,25/10/1999,62,train_Client_101989,11,0
371,13/6/2018,62,train_Client_101990,51,1
371,21/5/2002,62,train_Client_101991,11,0
101,12/9/1996,60,train_Client_101993,11,0
101,6/11/1998,63,train_Client_101995,11,0
104,31/12/2014,69,train_Client_101996,11,0
372,20/11/1997,63,train_Client_101997,11,0
312,25/3/2017,63,train_Client_101998,11,0
101,26/3/1997,60,train_Client_102,11,0
101,18/6/2003,63,train_Client_1020,11,0
372,22/9/2010,63,train_Client_10200,11,0
104,4/3/2009,69,train_Client_102000,11,0
305,24/12/2002,62,train_Client_102001,11,0
303,19/2/2007,62,train_Client_102002,11,0
371,13/5/2008,62,train_Client_102003,11,0
306,29/12/1986,63,train_Client_102004,11,0
371,30/6/1999,62,train_Client_102006,11,0
309,5/8/2017,62,train_Client_102007,11,0
101,1/6/2009,60,train_Client_102008,11,0
103,22/8/2008,69,train_Client_102009,11,0
305,7/10/2013,62,train_Client_102010,11,0
309,17/9/1987,62,train_Client_102011,11,0
101,24/11/1979,60,train_Client_102013,11,0
302,6/4/2017,62,train_Client_102014,11,0
101,25/12/1985,60,train_Client_102015,11,0
101,11/11/1987,60,train_Client_102016,11,0
302,28/2/1984,62,train_Client_102017,11,0
101,27/9/2001,63,train_Client_102018,11,0
311,18/6/2013,63,train_Client_102019,11,0
103,8/4/1993,69,train_Client_102020,11,0
311,23/6/2011,63,train_Client_102021,11,0
101,7/9/2016,60,train_Client_102022,11,0
101,16/8/2011,60,train_Client_102024,11,0
372,30/8/1989,63,train_Client_102025,11,0
103,15/12/2015,69,train_Client_102027,11,0
101,21/5/1999,60,train_Client_102031,11,0
104,25/6/2014,69,train_Client_102032,11,0
304,22/5/2012,62,train_Client_102033,11,1
101,23/6/2015,60,train_Client_102034,11,0
101,9/9/1993,60,train_Client_102035,11,0
104,16/6/2010,69,train_Client_102036,11,0
107,21/2/1978,69,train_Client_102038,11,0
309,18/2/2011,62,train_Client_102040,11,0
101,8/8/2011,60,train_Client_102041,11,0
104,9/6/2009,69,train_Client_102042,11,0
303,21/10/2002,62,train_Client_102043,11,0
310,24/4/2015,62,train_Client_102044,11,0
107,17/9/2011,69,train_Client_102045,11,0
101,5/1/1980,60,train_Client_102047,11,0
101,23/10/2017,60,train_Client_102048,11,0
103,3/2/2017,69,train_Client_102049,11,0
309,4/10/1996,62,train_Client_10205,11,0
103,21/1/2011,69,train_Client_102050,11,0
301,12/3/2012,62,train_Client_102051,11,0
309,3/10/2011,62,train_Client_102053,11,0
371,11/6/2007,62,train_Client_102054,11,0
302,26/9/2006,62,train_Client_102055,11,0
301,3/1/2013,62,train_Client_102056,11,0
101,30/6/1990,60,train_Client_102058,11,0
312,25/6/2002,63,train_Client_102059,11,0
304,30/11/1995,62,train_Client_10206,11,0
306,30/8/1989,63,train_Client_102062,11,0
371,10/1/2005,62,train_Client_102063,11,0
101,24/1/1984,60,train_Client_102065,11,0
101,25/4/1979,60,train_Client_102066,11,0
302,18/10/2006,62,train_Client_10207,11,0
303,10/11/2012,62,train_Client_102071,11,0
312,14/6/2014,63,train_Client_102072,11,0
311,10/8/2012,63,train_Client_102074,11,0
301,29/8/2003,62,train_Client_102075,11,0
301,2/2/2015,62,train_Client_102078,11,0
104,13/9/2006,69,train_Client_10208,11,0
307,30/12/2013,62,train_Client_102082,11,0
107,16/12/2013,69,train_Client_102083,11,0
101,28/9/2012,60,train_Client_102084,11,0
101,23/10/1985,60,train_Client_102085,11,0
101,30/6/2009,60,train_Client_102086,11,0
303,15/5/2015,62,train_Client_102087,11,0
303,9/12/2017,62,train_Client_102089,11,0
311,15/12/1997,63,train_Client_102090,11,0
301,1/4/1986,62,train_Client_102093,11,0
101,28/2/2007,60,train_Client_102094,11,0
311,21/11/2013,63,train_Client_102095,11,0
104,2/10/2015,69,train_Client_102096,11,0
101,20/12/2001,60,train_Client_102097,11,1
309,28/10/1993,62,train_Client_102099,11,0
312,21/1/2015,63,train_Client_1021,11,0
301,17/2/1988,62,train_Client_102100,11,0
107,21/11/2017,69,train_Client_102101,11,0
313,13/9/2018,63,train_Client_102102,11,0
106,3/12/2002,69,train_Client_102104,11,1
306,9/7/2012,63,train_Client_102105,11,0
306,30/5/1988,63,train_Client_102106,11,0
104,11/10/2004,69,train_Client_102107,11,0
101,26/12/2016,60,train_Client_102108,11,0
305,4/9/2014,62,train_Client_102111,11,0
104,6/5/1992,69,train_Client_102112,11,0
104,30/8/2018,69,train_Client_102113,11,0
307,3/2/2018,62,train_Client_102114,11,0
312,3/12/2016,63,train_Client_102115,11,0
103,13/12/1979,69,train_Client_102116,11,0
101,13/1/2015,60,train_Client_10212,11,0
103,27/3/2018,69,train_Client_102120,11,0
311,22/7/2017,63,train_Client_102121,11,0
107,8/7/2011,69,train_Client_102122,11,0
379,7/10/1998,63,train_Client_102123,11,0
101,25/11/2013,60,train_Client_102126,11,0
107,18/5/2013,69,train_Client_102127,11,0
303,23/12/2014,62,train_Client_102129,11,0
307,8/1/2016,62,train_Client_10213,11,0
311,23/12/1994,63,train_Client_102132,11,0
301,24/12/1982,62,train_Client_102134,11,0
310,26/6/1992,62,train_Client_102135,11,1
301,30/10/2017,62,train_Client_102136,11,0
301,28/3/2016,62,train_Client_102137,11,0
301,27/2/1986,62,train_Client_10214,11,0
312,17/7/2008,63,train_Client_102140,11,0
104,3/12/1997,69,train_Client_102141,11,0
309,24/9/1999,62,train_Client_102142,11,0
101,31/1/1991,60,train_Client_102144,11,0
313,18/12/2013,63,train_Client_102145,11,0
104,27/11/1990,69,train_Client_102146,11,0
306,3/9/2012,63,train_Client_102147,11,0
306,22/10/2012,63,train_Client_102148,11,0
107,24/6/2013,69,train_Client_102149,11,0
101,19/3/2007,60,train_Client_10215,11,0
107,25/3/1998,69,train_Client_102151,11,0
301,5/11/1999,62,train_Client_102152,11,0
371,30/11/2011,62,train_Client_102153,11,0
101,12/1/2009,60,train_Client_102156,11,0
309,30/7/2011,62,train_Client_102157,11,0
310,31/10/2003,62,train_Client_102158,11,1
311,29/12/2016,63,train_Client_102159,11,0
310,3/3/2012,62,train_Client_102161,11,1
301,18/12/2010,62,train_Client_102162,11,0
312,18/11/2015,63,train_Client_102164,11,0
104,3/11/2014,69,train_Client_102165,11,0
106,31/3/2000,69,train_Client_102166,11,0
104,10/8/2009,69,train_Client_102167,11,0
106,12/12/2012,69,train_Client_102168,11,1
303,27/3/2017,62,train_Client_102169,11,0
311,15/6/2015,63,train_Client_102170,11,0
301,5/3/1999,62,train_Client_102171,11,0
310,31/3/1993,62,train_Client_102174,11,1
101,3/2/2010,60,train_Client_102176,11,1
101,14/10/1997,60,train_Client_102177,11,0
305,23/8/2010,62,train_Client_102178,11,0
103,25/2/2002,69,train_Client_102179,11,0
107,15/12/2015,69,train_Client_10218,11,0
101,5/12/2017,60,train_Client_102180,11,0
101,20/6/1990,60,train_Client_102181,11,0
107,27/12/2010,69,train_Client_102182,11,0
311,25/1/2018,63,train_Client_102183,11,0
307,26/6/1987,62,train_Client_102184,11,0
309,5/12/1989,62,train_Client_102185,11,0
101,27/3/2002,60,train_Client_102186,11,0
302,30/6/2004,62,train_Client_102187,11,0
104,22/11/1991,69,train_Client_102188,11,0
310,19/6/2013,62,train_Client_102189,11,0
308,29/4/2013,63,train_Client_102190,11,0
